tier,dropped_layer,dropped_name,dropped_city,dropped_state,dropped_address,winner_layer,winner_name,reason,archived_at
T3-cross,Grain Elevators,Savage Riverport LLC,Savage,Minnesota,12100 Yosemite Ave,FSS Grain,Savage Riverport,Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Perdue AgriBusiness - Tappahannock Grain Elevator,Tappahannock,Virginia,1000 Granary Rd,FSS Grain,"Perdue Agribusiness Grain, Llc",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Arizona Grain Inc,Casa Grande,Arizona,601 E Main Ave,FSS Grain,"Arizona Grain, Inc.",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Perdue AgriBusiness - Linkwood Grain Elevator,Linkwood,Maryland,3827 Vincent Rd,FSS Grain,"Perdue Agribusiness Grain, Llc",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Frontier Cooperative,Syracuse,Nebraska,3176 K Rd,FSS Grain,Frontier Cooperative Co.,Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Kalama Export Co LLC,Kalama,Washington,2211 N Hendrickson Dr,FSS Grain,"Kalama Export Company, Llc",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,PREMIER COOPERATIVE,Farmer City,Illinois,901 N Plum St,FSS Grain,"Premier Cooperative, Inc.",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Hopkinsville Elevator Co,Hopkinsville,Kentucky,1040 Skyline Dr,FSS Grain,"Hopkinsville Elevator Co., Inc.",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Perdue AgriBusiness - Marietta Grain Elevator,Marietta,Pennsylvania,1609 River Rd,FSS Grain,"Perdue Agribusiness Grain, Llc",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Perdue AgriBusiness - Kinsale Grain Elevator,Kinsale,Virginia,82 Steamboat Landing,FSS Grain,"Perdue Agribusiness Grain, Llc",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Tyson Foods Local Grain Services - Dyer,Dyer,Tennessee,347 S Main St,FSS Grain,Tyson Foods Local Grain Services,Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Star of the West Milling Co.,Churchville,New York,35 S Main St,FSS Grain,Star Of The West Milling Co.,Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Grain Elevators,Columbia Grain International,Oakes,North Dakota,10990 Arlen Lee Dr,FSS Grain,"Columbia Grain International, Llc",Cross-layer same-address (prio 3 FSS Grain beats prio 4 Grain Elevators),2026-05-13T08:33:19.535206+00:00
T3-cross,Feed Manufacturers,Ag Processing Aberdeen,Aberdeen,South Dakota,4815 8th Ave NE,FSS Specialty Mills,"Ag Processing, Inc.",Cross-layer same-address (prio 3 FSS Specialty Mills beats prio 6 Feed Manufacturers),2026-05-13T08:33:19.535206+00:00
T3-cross,Feed Manufacturers,"H.R. Wentzel Sons, Inc.",Landisburg,Pennsylvania,5521 Waggoners Gap Rd,FSS Specialty Mills,"H.R. Wentzel Sons, Inc.",Cross-layer same-address (prio 3 FSS Specialty Mills beats prio 6 Feed Manufacturers),2026-05-13T08:33:19.535206+00:00
T1-intra,Feed Stores,Tractor Supply Co.,Alden,New York,13059 Broadway,Feed Stores,Tractor Supply Co.,"Same layer (Feed Stores), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Feed Stores,Atwoods,Nacogdoches,Texas,4001 North St,Feed Stores,Atwoods,"Same layer (Feed Stores), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Feed Stores,Tractor Supply Co.,Mason City,Iowa,4985 4th St SW,Feed Stores,Tractor Supply Co.,"Same layer (Feed Stores), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Feed Stores,Hometown Feed & Seed,Ider,Alabama,10835 AL-75,Feed Stores,Hometown Feed And Seed,"Same layer (Feed Stores), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Feed Stores,Snake River Feed & Grain,Weiser,Idaho,401 W Commercial St,Feed Stores,"Snake River Feed & Grain, LLC","Same layer (Feed Stores), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Prompt Action Bat & Pest Control,Altoona,Wisconsin,827 S Hillcrest Pkwy,Pest Control,Prompt Action Bat & Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Five Star Pest Control,Brooklyn,New York,1310 52nd St,Pest Control,Five Star Trapping & Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,EnviroGuard Solutions Inc,Fredericksburg,Virginia,4536 Plank Rd Suite 100,Pest Control,EnviroGuard Solutions Inc.,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,HUB Pest Solutions,Kyle,Texas,1429 Woodlands Dr,Pest Control,HUB Pest Solutions,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,TP3 Pest Management,Ashland,Nebraska,1242 Clay St,Pest Control,TP3 Pest Management,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,East End Pest Management,Quogue,New York,61 Montauk Hwy,Pest Control,East End Pest Management Inc.,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Eastern pest services,Norfolk,Virginia,1600 Sunset Dr,Pest Control,Eastern pest services llc,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Terminix,Northbrook,Illinois,647 Academy Dr,Pest Control,Terminix,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Charm City Pest Control Solutions LLC,Middle River,Maryland,3601 Edwards Ln,Pest Control,Charm City Pest Control Solutions L.L.C.,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,About Time Pest Control,Scottsdale,Arizona,28150 N Alma School Pkwy,Pest Control,About Time Pest & Weed Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Nuisance Animal Removal LLC,Chardon,Ohio,12965 Mayfield Rd,Pest Control,Nuisance Animal Removal LLC,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Baker's Entomology & Pesticide Service Inc,Midland,Texas,2405 W Indiana Ave,Pest Control,Baker's Entomology & Pesticide Service Inc.,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Hemi Pest Control,Eagle,Idaho,393 W State St f,Pest Control,HEMI Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Rose Pest Solutions,Wintersville,Ohio,251 Airport Road,Pest Control,Rose Pest Solutions Steubenville,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Presto-X Pest Control,Biloxi,Mississippi,14509 Stenum St,Pest Control,Presto-X Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Praying Mantis Termite & Pest,Prescott,Arizona,6392 Lear Ln,Pest Control,Praying Mantis Termite & Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Twin Termite & Pest Control,North Highlands,California,3720 Madison Ave #100,Pest Control,Twin Termite & Pest Control Auburn,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Peak Pest Management,Catonsville,Maryland,428 Stratford Rd,Pest Control,peak pest management LLC,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Becker Pest Control,Glenshaw,Pennsylvania,108 Iola St,Pest Control,Becker Pest Control Inc,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Riverside Pest Control,Smithfield,Virginia,17210 Commerce Ln,Pest Control,Riverside Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Beacon Pest Services,Orlando,Florida,333 S Garland Ave Floor 13,Pest Control,"Beacon Pest Services, LLC","Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Mosquito Joe of Southeast Charlotte,Fort Mill,South Carolina,2203 Deerfield Dr,Pest Control,Mosquito Joe of Southeast Charlotte,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Mountain Pest Control Inc,Glenwood Springs,Colorado,3758 CO-82,Pest Control,Mountain Pest Control Inc. - Vail,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Mountain Pest Control,Glenwood Springs,Colorado,3758 CO-82,Pest Control,Mountain Pest Control Inc. - Vail,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Integrated Pest Services,Dumont,New Jersey,29 Wilkens Dr,Pest Control,Integrated Pest Services,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Corky's Pest Control,San Marcos,California,150 Vallecitos De Oro,Pest Control,Corky's Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Leupitz Pest Control,Salem,Oregon,3760 Brooklake Rd NE,Pest Control,"Leupitz Pest Control, Inc.","Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Killum Pest Control Scottsdale llc,Scottsdale,Arizona,10657 E Le Marche Dr,Pest Control,Killum Pest Control Scottsdale llc,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Terminix-Wil-Kil,Sun Prairie,Wisconsin,2803 Capitol Dr #3,Pest Control,Terminix-Wil-Kil,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,ADRIAN HALE PEST CONTROL,Morristown,Tennessee,5476 St Paul Rd,Pest Control,Adrian Hale Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Terminix,Goodlettsville,Tennessee,803 Louisville Hwy,Pest Control,Terminix,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,"profishant, Inc",New Bedford,Massachusetts,2834 Acushnet Avenue,Pest Control,"profishant, Inc","Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,East Valley Termite,Livermore,California,2273 Fourth St,Pest Control,East Valley Termite COmpany,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Turtleback Pest & Weed Control,Truth or Consequences,New Mexico,810 Ivy St,Pest Control,Turtleback Pest & Weed Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Epling's Pest Control,Hayes,Virginia,3321 George Washington Memorial Hwy,Pest Control,Epling's Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Regal Exterminators,Nesconset,New York,200 Smithtown Blvd,Pest Control,Regal Exterminators,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Boro Exterminating Co Inc,Glenolden,Pennsylvania,501 Sharp Ave,Pest Control,Boro Exterminating Co Inc,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Edison Pest Control,Santa Clarita,California,22110 Pamplico Dr,Pest Control,Edison Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Stratton Termite & Roofing Solutions,Bellflower,California,9139 Rendalia St,Pest Control,Stratton Termite & Roofing Solutions,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Ram Exterminators LLC,Oregon,Ohio,445 Earlwood Ave,Pest Control,Ram Exterminators LLC,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Action Termite & Pest Control,Toms River,New Jersey,1913 Hooper Ave,Pest Control,Action Termite and Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Academy Pest Control,Colorado Springs,Colorado,2446 Gunnison St,Pest Control,Academy Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Die Hard Fumigation,Pomona,California,1213 W 2nd St,Pest Control,Die Hard Fumigation Inc,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Bug House Pest Control,Milledgeville,Georgia,1511 N Columbia St,Pest Control,Bug House Pest Control - Milledgeville,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,"Bug Free Pest Control, LLC",Fort Wayne,Indiana,1923 Spy Run Ave,Pest Control,"Bug Free Pest Control, LLC","Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Rooster's pest control,Peculiar,Missouri,735 Harr-Grove Rd,Pest Control,Rooster's Pest Control LLC,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Gold Star Exterminators,Eagle Pass,Texas,2149 Del Rio Blvd Suite 107,Pest Control,Gold Star Exterminators,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,A-2-Z Termite & Pest Control,Ocala,Florida,2612 NE 24th St,Pest Control,A-2-Z Termite & Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Santa Barbara Pest Control,Santa Barbara,California,719 E Haley St,Pest Control,Santa Barbara Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,AXON Pest Control,Las Vegas,Nevada,4225 Glorious Linda Ct,Pest Control,Axon Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Black Pearl Pest Control,Queen Creek,Arizona,22258 E Pickett Ct,Pest Control,Black Pearl Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Hawkeye Exterminators,Des Moines,Iowa,1125 Virginia Ave,Pest Control,Hawkeye Exterminators,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Black Widow Pest Specialists,Naugatuck,Connecticut,108 Curtiss St,Pest Control,Black Widow Pest Specialists,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,"Rick Ricker Termite & Pest Control, Inc.",Wesley Chapel,Florida,5807 Argerian Dr #102,Pest Control,Rick Ricker Termite and Pest Control Inc,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Twin Boro Pest Control,Westwood,New Jersey,265 Kinderkamack Rd,Pest Control,Twin Boro Pest Control,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,Pest Control,Western Pest Services,Wilmington,Delaware,3202 Concord Pike,Pest Control,Western Pest Services,"Same layer (Pest Control), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,The Birkett Mills,Penn Yan,New York,1 E Main St,FSS Specialty Mills,The Birkett Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Mgp Ingredients, Inc.",Atchison,Kansas,"100 Commercial St., P.O. Box 130",FSS Specialty Mills,"Mgp Ingredients, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Manildra Milling Corp.,Hamburg,Iowa,100 George St.,FSS Specialty Mills,Manildra Milling Corp.,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Honeyville, Inc.",Ogden,Utah,1040 W. 600 N.,FSS Specialty Mills,"Honeyville, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Honeyville, Inc.",Ogden,Utah,1040 W. 600 N.,FSS Specialty Mills,"Honeyville, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Honeyville, Inc.",Ogden,Utah,1040 W. 600 N.,FSS Specialty Mills,"Honeyville, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Honeyville, Inc.",Ogden,Utah,1040 W. 600 N.,FSS Specialty Mills,"Honeyville, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Honeyville, Inc.",Ogden,Utah,1040 W. 600 N.,FSS Specialty Mills,"Honeyville, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Honeyville, Inc.",Ogden,Utah,1040 W. 600 N.,FSS Specialty Mills,"Honeyville, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Honeyville, Inc.",Ogden,Utah,1040 W. 600 N.,FSS Specialty Mills,"Honeyville, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,La Crosse Milling Co.,Cochrane,Wisconsin,"105 State Hwy. 35, P.O. Box 86",FSS Specialty Mills,La Crosse Milling Co.,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Wheat Montana Mill & Bakery,Three Forks,Montana,"10778 Hwy. 287, P.O. Box 1270",FSS Specialty Mills,Wheat Montana Mill & Bakery,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Arrowhead Mills, Inc.",Hereford,Texas,"110 S. Lawton, P.O. Box 2059",FSS Specialty Mills,"Arrowhead Mills, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Knappen Milling Co.,Augusta,Michigan,"110 S. Water St., P.O. Box 245",FSS Specialty Mills,Knappen Milling Co.,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Knappen Milling Co.,Augusta,Michigan,"110 S. Water St., P.O. Box 245",FSS Specialty Mills,Knappen Milling Co.,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Small Valley Milling,Halifax,Pennsylvania,1188 Mountain House Rd.,FSS Specialty Mills,Small Valley Milling,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Small Valley Milling,Halifax,Pennsylvania,1188 Mountain House Rd.,FSS Specialty Mills,Small Valley Milling,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Small Valley Milling,Halifax,Pennsylvania,1188 Mountain House Rd.,FSS Specialty Mills,Small Valley Milling,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Ardent Mills,Yuba City,California,1200 Putman Ave,FSS Specialty Mills,Ardent Mills,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Heartland Mill, Inc.",Marienthal,Kansas,124 N. Hwy. 167,FSS Specialty Mills,"Heartland Mill, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Heartland Mill, Inc.",Marienthal,Kansas,124 N. Hwy. 167,FSS Specialty Mills,"Heartland Mill, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Heartland Mill, Inc.",Marienthal,Kansas,124 N. Hwy. 167,FSS Specialty Mills,"Heartland Mill, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Heartland Mill, Inc.",Marienthal,Kansas,124 N. Hwy. 167,FSS Specialty Mills,"Heartland Mill, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Heartland Mill, Inc.",Marienthal,Kansas,124 N. Hwy. 167,FSS Specialty Mills,"Heartland Mill, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"Heartland Mill, Inc.",Marienthal,Kansas,124 N. Hwy. 167,FSS Specialty Mills,"Heartland Mill, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"California Cereal Products, Inc.",Oakland,California,1267 14th St.,FSS Specialty Mills,"California Cereal Products, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"California Cereal Products, Inc.",Oakland,California,1267 14th St.,FSS Specialty Mills,"California Cereal Products, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,"California Cereal Products, Inc.",Oakland,California,1267 14th St.,FSS Specialty Mills,"California Cereal Products, Inc.","Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Brant Flour Mills Ltd.,Scotland,ON,"14 Brant Mill Rd., P.O. Box 190",FSS Specialty Mills,Brant Flour Mills Ltd.,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Brant Flour Mills Ltd.,Scotland,ON,"14 Brant Mill Rd., P.O. Box 190",FSS Specialty Mills,Brant Flour Mills Ltd.,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Bunge Milling,Crete,Nebraska,1405 Norman St.,FSS Specialty Mills,Bunge Milling,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Gluten Free,Belgrade,Montana,141 Andrea Dr.,FSS Specialty Mills,Montana Gluten Free,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
T1-intra,FSS Specialty Mills,Montana Gluten Free,Belgrade,Montana,141 Andrea Dr.,FSS Specialty Mills,Montana Gluten Free,"Same layer (FSS Specialty Mills), similar name, same address — kept most-complete",2026-05-13T08:33:19.535206+00:00
